benchmark,distribution,condition_axis,condition,model_key,model_label,method,metric,value,standard_error,higher_is_better,unit,source_path
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,H∞ (ours),fluency,1.06,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,Original,accuracy,6.0,2.7,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,Original,instruction_relevance,1.83,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,Original,fluency,1.05,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,A-LQR,accuracy,19.0,2.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,A-LQR,spanish_relevance,1.88,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,A-LQR,instruction_relevance,1.46,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,A-LQR,fluency,1.18,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,H∞ (ours),accuracy,8.0,2.5,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,H∞ (ours),spanish_relevance,0.34,0.08,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,H∞ (ours),instruction_relevance,1.33,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,qwen3_4b,Qwen3-4B,H∞ (ours),fluency,1.05,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,Original,accuracy,63.0,5.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,Original,instruction_relevance,1.9,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,Original,fluency,1.8,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,A-LQR,accuracy,0.0,0.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,A-LQR,spanish_relevance,1.24,0.08,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,A-LQR,instruction_relevance,0.07,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,A-LQR,fluency,0.1,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,H∞ (ours),accuracy,47.0,4.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,H∞ (ours),spanish_relevance,1.64,0.09,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,H∞ (ours),instruction_relevance,1.72,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,phi4_mini,Phi-4-mini,H∞ (ours),fluency,1.39,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,Original,accuracy,58.0,3.6,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,Original,instruction_relevance,1.91,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,Original,fluency,1.64,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,A-LQR,accuracy,0.0,0.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,A-LQR,spanish_relevance,0.7,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,A-LQR,instruction_relevance,0.11,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,A-LQR,fluency,0.07,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,H∞ (ours),accuracy,49.0,5.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,H∞ (ours),spanish_relevance,1.4,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,H∞ (ours),instruction_relevance,1.9,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,phi4_mini,Phi-4-mini,H∞ (ours),fluency,0.98,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,Original,accuracy,49.0,3.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,Original,instruction_relevance,1.91,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,Original,fluency,1.57,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,A-LQR,accuracy,0.0,0.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,A-LQR,spanish_relevance,0.94,0.09,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,A-LQR,instruction_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,A-LQR,fluency,0.03,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,H∞ (ours),accuracy,41.0,4.1,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,H∞ (ours),spanish_relevance,0.62,0.1,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,H∞ (ours),instruction_relevance,1.68,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,phi4_mini,Phi-4-mini,H∞ (ours),fluency,1.2,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,Original,accuracy,32.0,3.9,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,Original,instruction_relevance,1.67,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,Original,fluency,1.36,0.08,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,A-LQR,accuracy,0.0,0.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,A-LQR,spanish_relevance,0.92,0.1,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,A-LQR,instruction_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,A-LQR,fluency,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,H∞ (ours),accuracy,21.0,2.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,H∞ (ours),spanish_relevance,1.0,0.14,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,H∞ (ours),instruction_relevance,1.18,0.09,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,phi4_mini,Phi-4-mini,H∞ (ours),fluency,0.77,0.08,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,Original,accuracy,25.0,3.7,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,Original,instruction_relevance,1.57,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,Original,fluency,1.25,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,A-LQR,accuracy,0.0,0.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,A-LQR,spanish_relevance,1.64,0.1,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,A-LQR,instruction_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,A-LQR,fluency,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,H∞ (ours),accuracy,18.0,2.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,H∞ (ours),spanish_relevance,1.38,0.1,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,H∞ (ours),instruction_relevance,1.34,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,phi4_mini,Phi-4-mini,H∞ (ours),fluency,0.89,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,Original,accuracy,37.0,5.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,Original,instruction_relevance,1.67,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,Original,fluency,1.5,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,A-LQR,accuracy,30.0,3.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,A-LQR,spanish_relevance,0.06,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,A-LQR,instruction_relevance,1.59,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,A-LQR,fluency,1.12,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,H∞ (ours),accuracy,39.0,3.1,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,H∞ (ours),spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,H∞ (ours),instruction_relevance,1.7,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,granite33_2b,Granite-3.3-2B,H∞ (ours),fluency,1.53,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,Original,accuracy,33.0,4.5,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,Original,instruction_relevance,1.68,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,Original,fluency,1.43,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,A-LQR,accuracy,35.0,4.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,A-LQR,spanish_relevance,0.02,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,A-LQR,instruction_relevance,1.53,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,A-LQR,fluency,1.31,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,H∞ (ours),accuracy,28.0,4.4,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,H∞ (ours),spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,H∞ (ours),instruction_relevance,1.71,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,granite33_2b,Granite-3.3-2B,H∞ (ours),fluency,1.39,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,Original,accuracy,29.0,3.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,Original,instruction_relevance,1.6,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,Original,fluency,1.33,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,A-LQR,accuracy,23.0,4.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,A-LQR,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,A-LQR,instruction_relevance,1.48,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,A-LQR,fluency,1.19,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,H∞ (ours),accuracy,28.0,3.6,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,H∞ (ours),spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,H∞ (ours),instruction_relevance,1.67,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,granite33_2b,Granite-3.3-2B,H∞ (ours),fluency,1.38,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,Original,accuracy,6.0,2.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,Original,instruction_relevance,0.69,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,Original,fluency,0.64,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,A-LQR,accuracy,2.0,1.3,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,A-LQR,spanish_relevance,0.04,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,A-LQR,instruction_relevance,0.32,0.08,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,A-LQR,fluency,0.4,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,H∞ (ours),accuracy,6.0,3.4,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,H∞ (ours),spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,H∞ (ours),instruction_relevance,0.48,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,granite33_2b,Granite-3.3-2B,H∞ (ours),fluency,0.6,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,Original,accuracy,6.0,2.7,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,Original,instruction_relevance,1.07,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,Original,fluency,1.01,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,A-LQR,accuracy,4.0,2.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,A-LQR,spanish_relevance,0.06,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,A-LQR,instruction_relevance,0.28,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,A-LQR,fluency,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,H∞ (ours),accuracy,5.0,2.2,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,H∞ (ours),spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,H∞ (ours),instruction_relevance,1.08,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Telugu,granite33_2b,Granite-3.3-2B,H∞ (ours),fluency,0.98,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,Original,answer_recall,66.2,8.1,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,Original,citation_f1,7.8,1.6,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,Original,concept_relevance,0.0,0.0,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,Original,instruction_relevance,1.35,0.14,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,Original,fluency,1.5,0.11,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,answer_recall,72.1,9.3,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,citation_f1,7.2,2.1,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,concept_relevance,0.0,0.0,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,instruction_relevance,1.6,0.11,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,fluency,1.5,0.07,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,answer_recall,70.1,8.9,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,citation_f1,5.6,2.0,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,concept_relevance,0.05,0.05,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,instruction_relevance,1.48,0.11,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,fluency,1.48,0.09,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,H∞ (ours),answer_recall,66.4,7.9,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,H∞ (ours),citation_f1,6.4,2.0,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,H∞ (ours),concept_relevance,0.0,0.0,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,H∞ (ours),instruction_relevance,1.55,0.09,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,id,context_length,8K,qwen25_3b,Qwen2.5-3B-Instruct,H∞ (ours),fluency,1.55,0.08,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,Original,answer_recall,65.2,7.6,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,Original,citation_f1,5.8,2.2,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,Original,concept_relevance,0.2,0.08,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,Original,instruction_relevance,1.4,0.16,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,Original,fluency,1.52,0.13,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,answer_recall,61.9,10.4,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,citation_f1,7.2,3.2,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,concept_relevance,0.0,0.0,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,instruction_relevance,1.38,0.13,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,S-PID,fluency,1.48,0.1,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,answer_recall,64.8,9.8,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,citation_f1,3.0,1.5,true,percent,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,concept_relevance,0.0,0.0,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,instruction_relevance,1.43,0.15,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
lciteeval,ood,context_length,16K,qwen25_3b,Qwen2.5-3B-Instruct,A-LQR,fluency,1.57,0.11,true,score_0_2,figs/bench_table/lciteeval/lciteeval_full.md
